Cell	Plate Number	Classification	Percent_Mitochondrial	Clusters
X149_7	P8	not_exposed	18.0230319962163	1
X150_7	P8	not_exposed	22.3216758340106	1
X151_7	P8	not_exposed	12.1540824400006	1
X152_7	P8	not_exposed	25.4036266602883	1
X153_7	P8	not_exposed	25.0942730033189	1
X154_7	P8	not_exposed	26.3719556280856	1
X155_7	P8	not_exposed	16.3968235360521	3
X156_7	P8	not_exposed	11.4672098347535	1
X157_7	P8	not_exposed	23.1947482034822	1
X158_7	P8	not_exposed	23.0837312002155	1
X159_7	P8	not_exposed	16.6767026782376	1
X163_7	P8	not_exposed	19.8313819961215	3
X164_7	P8	not_exposed	17.6381562215742	1
X166_7	P8	not_exposed	23.1090123341033	1
X168_7	P8	not_exposed	14.8081573511127	2
X169_7	P8	not_exposed	18.4871313779947	1
X170_7	P8	not_exposed	16.1753703426605	5
X171_7	P8	not_exposed	21.1404493847369	1
X172_7	P8	not_exposed	15.3252878760026	1
X173_7	P8	not_exposed	17.4782014209326	1
X174_7	P8	not_exposed	17.1235674046129	1
X176_7	P8	not_exposed	18.4861251179283	1
X178_7	P8	not_exposed	24.0155172894979	1
X179_7	P8	not_exposed	15.1665068357989	1
X180_7	P8	not_exposed	15.7711015180568	1
X181_7	P8	not_exposed	9.58161300786789	1
X182_7	P8	not_exposed	19.0408301974371	1
X183_7	P8	not_exposed	19.916498819132	1
X184_7	P8	not_exposed	16.2467896136905	1
X185_7	P8	not_exposed	26.0452662151913	1
X186_7	P8	not_exposed	14.1218380123007	1
X188_7	P8	not_exposed	14.2668071810536	1
X189_7	P8	not_exposed	13.9462233082254	1
X191_7	P8	not_exposed	21.0164491728767	1
X192_7	P8	not_exposed	16.3338485316847	1
X193_7	P8	not_exposed	9.16260064654737	1
X194_7	P8	not_exposed	24.9109171279799	1
X195_7	P8	not_exposed	21.3173732115324	3
X196_7	P8	not_exposed	18.2505937060053	1
X197_7	P8	not_exposed	13.5299635777485	1
X198_7	P8	not_exposed	16.4541180817595	3
X199_7	P8	not_exposed	24.0452160125499	1
X200_7	P8	not_exposed	16.1395727186285	1
X201_7	P8	not_exposed	21.6878179994652	1
X202_7	P8	not_exposed	25.4133667092113	1
X203_7	P8	not_exposed	20.3807215586948	3
X204_7	P8	not_exposed	21.08446816281	1
X205_7	P8	not_exposed	23.5768253118099	1
X206_7	P8	not_exposed	12.1254869818552	5
X207_7	P8	not_exposed	23.4631618927499	1
X208_7	P8	not_exposed	21.6760568348346	3
X209_7	P8	not_exposed	25.7278220204484	1
X210_7	P8	not_exposed	22.459686089013	1
X211_7	P8	not_exposed	14.7631180179448	3
X212_7	P8	not_exposed	14.8966303225668	1
X213_7	P8	not_exposed	23.1945989454739	1
X214_7	P8	not_exposed	16.5100137372569	1
X215_7	P8	not_exposed	21.6146307274705	1
X216_7	P8	not_exposed	14.731985630767	1
X217_7	P8	not_exposed	24.2402229234184	1
X218_7	P8	not_exposed	15.7294995846833	1
X219_7	P8	not_exposed	12.3549594862505	1
X221_7	P8	not_exposed	12.2245188780405	1
X222_7	P8	not_exposed	21.9301750215272	1
X223_7	P8	not_exposed	19.5200641228005	1
X224_7	P8	not_exposed	19.7985523546249	1
X225_7	P8	not_exposed	27.6776594503703	1
X227_7	P8	not_exposed	25.9520028142346	1
X228_7	P8	not_exposed	20.6467106653827	1
X229_7	P8	not_exposed	22.235942314521	1
X230_7	P8	not_exposed	21.5315454968222	1
X231_7	P8	not_exposed	17.2133026399569	1
X232_7	P8	not_exposed	21.3645122154292	1
X234_7	P8	not_exposed	17.0207655046454	1
X235_7	P8	not_exposed	22.5526201242094	1
X236_7	P8	not_exposed	14.4152490264398	3
X239_7	P8	not_exposed	20.3177628006303	1
X240_7	P8	not_exposed	21.5842764001791	1
X242_7	P8	not_exposed	18.4603644504885	1
X243_7	P8	not_exposed	14.773802851776	1
X244_7	P8	not_exposed	12.6380982554396	1
X246_7	P8	not_exposed	19.8870600151937	1
X248_7	P8	not_exposed	19.9204277165087	1
X249_7	P8	not_exposed	23.9380726236888	1
X250_7	P8	not_exposed	25.0139532077293	1
X251_7	P8	not_exposed	14.6928170514926	3
X252_7	P8	not_exposed	14.4499130276341	1
X254_7	P8	not_exposed	17.4419607279568	5
X256_7	P8	not_exposed	26.3263345402576	1
X257_7	P8	not_exposed	22.5057058711832	3
X258_7	P8	not_exposed	20.3173588194769	1
X259_7	P8	not_exposed	15.8330922167569	3
X260_7	P8	not_exposed	23.8057703727832	1
X261_7	P8	not_exposed	12.2726262380526	1
X262_7	P8	not_exposed	23.0804210219969	1
X263_7	P8	not_exposed	27.0990443308251	1
X264_7	P8	not_exposed	14.3675741896627	1
X265_7	P8	not_exposed	13.7131456805322	1
X266_7	P8	not_exposed	17.0847910323474	1
X268_7	P8	not_exposed	20.7630163770824	1
X269_7	P8	not_exposed	18.4526361918584	1
X270_7	P8	not_exposed	17.6281412592973	1
X274_7	P8	not_exposed	24.7559697788562	2
X275_7	P8	not_exposed	24.6162354355983	1
X279_7	P8	not_exposed	25.4925878601474	1
X280_7	P8	not_exposed	20.968496625944	1
X281_7	P8	not_exposed	16.679994878815	3
X282_7	P8	not_exposed	17.0392583887755	1
X283_7	P8	not_exposed	20.926843873715	1
X284_7	P8	not_exposed	14.0416281828208	1
X285_7	P8	not_exposed	23.3540980278154	1
X286_7	P8	not_exposed	18.7257659975498	1
X287_7	P8	not_exposed	20.3930698884134	1
X288_7	P8	not_exposed	26.1566719908767	1
X289_7	P8	not_exposed	22.6974623508136	1
X292_7	P8	not_exposed	20.5147791535818	1
X293_7	P8	not_exposed	17.1886984265297	3
X295_7	P8	not_exposed	19.4402726994521	1
X296_7	P8	not_exposed	20.502928268366	1
X298_7	P8	not_exposed	15.6439289647577	1
X299_7	P8	not_exposed	17.0388059480626	1
X301_7	P8	not_exposed	17.5192410437093	3
X303_7	P8	not_exposed	23.1560522637581	1
X304_7	P8	not_exposed	23.851877164914	1
X306_7	P8	not_exposed	11.9801084990958	0
X307_7	P8	not_exposed	16.4670321115448	1
X308_7	P8	not_exposed	19.3836945655086	1
X309_7	P8	not_exposed	14.1386033815214	1
X310_7	P8	not_exposed	22.8019460946649	1
X311_7	P8	not_exposed	15.1217747248593	1
X312_7	P8	not_exposed	15.8849470474442	1
X313_7	P8	not_exposed	14.1944405025527	1
X314_7	P8	not_exposed	19.3560330034555	1
X315_7	P8	not_exposed	15.7740114146983	1
X316_7	P8	not_exposed	17.4593575573873	1
X318_7	P8	not_exposed	18.6965480792641	1
X320_7	P8	not_exposed	18.8450675369148	1
X321_7	P8	not_exposed	16.8299186623278	3
X322_7	P8	not_exposed	9.60240672261338	1
X323_7	P8	not_exposed	21.9178978610043	1
X325_7	P8	not_exposed	21.4173032631289	1
X326_7	P8	not_exposed	17.7593640827966	1
X328_7	P8	not_exposed	18.7597259852115	1
X329_7	P8	not_exposed	21.977104868587	1
X330_7	P8	not_exposed	19.9261693161036	1
X331_7	P8	not_exposed	11.5832842523997	5
X333_7	P8	not_exposed	17.0875937848021	1
X334_7	P8	not_exposed	9.19279816502031	1
X335_7	P8	not_exposed	21.7844154626033	1
X337_7	P8	not_exposed	13.9023726913853	5
X338_7	P8	not_exposed	11.6459662638767	1
X339_7	P8	not_exposed	14.228763497895	1
X340_7	P8	not_exposed	9.03435940882988	3
X341_7	P8	not_exposed	17.6569330409819	1
X342_7	P8	not_exposed	27.3386511965192	1
X344_7	P8	not_exposed	16.7434258428114	1
X345_7	P8	not_exposed	20.665791846579	1
X346_7	P8	not_exposed	17.8463923039983	1
X347_7	P8	not_exposed	23.0827947984795	1
X348_7	P8	not_exposed	12.622417852938	3
X349_7	P8	not_exposed	18.8660224393954	1
X350_7	P8	not_exposed	14.0618788350186	1
X351_7	P8	not_exposed	16.2166416539565	1
X352_7	P8	not_exposed	15.969858696084	3
X353_7	P8	not_exposed	17.8854802373273	1
X355_7	P8	not_exposed	18.3206454688201	1
X356_7	P8	not_exposed	14.1484790263829	3
X361_7	P8	not_exposed	24.5838025812957	1
X363_7	P8	not_exposed	18.4250206722117	5
X364_7	P8	not_exposed	18.9414521252892	3
X365_7	P8	not_exposed	13.9794377040393	3
X367_7	P8	not_exposed	16.9184387468938	1
X368_7	P8	not_exposed	19.0564538062097	1
X369_7	P8	not_exposed	22.3947939957845	1
X370_7	P8	not_exposed	13.0014205851993	1
X371_7	P8	not_exposed	19.5884659007623	1
X372_7	P8	not_exposed	19.4867536699619	1
X374_7	P8	not_exposed	17.1855814486838	1
X375_7	P8	not_exposed	20.4731512468149	1
X376_7	P8	not_exposed	13.369769453309	1
X377_7	P8	not_exposed	22.3649028145147	5
X378_7	P8	not_exposed	15.6971499409269	3
X379_7	P8	not_exposed	23.5926311133426	1
X380_7	P8	not_exposed	18.776053556922	1
